,CMIP6 Compound Name,Physical Parameter,Title,Description,Dimensions,Spatial Shape,Coordinates,Temporal Shape,Cell Methods,Cell Measures,KET comments,correct dimensions,correct cell methods,variableRootDD (if different from Phys. Param.),Region input,recommended reporting grid,Region,Review Requested,dimensions for determining branding suffix,cell_methods for determining branding suffix,variableRootDD,branded variable name
62,Amon.ccb,ccb,Air Pressure at Convective Cloud Base,"Where convective cloud is present in the grid cell, the instantaneous cloud base altitude should be that of the bottom of the lowest level containing convective cloud. Missing data should be reported in the absence of convective cloud. The time mean should be calculated from these quantities averaging over occasions when convective cloud is present only, and should contain missing data for occasions when no convective cloud is present during the meaning period.","longitude, latitude, time",Global field (single level),,time-intv,area: time: mean where convective_cloud (weighted by total convective cloud area),area: areacella,,,,,,atmosphere,glb,,"longitude, latitude, time",area: time: mean where convective_cloud (weighted by total convective cloud area),ccb,ccb_tavg-u-hxy-ccl
63,CFday.ccb,ccb,Air Pressure at Convective Cloud Base,"Where convective cloud is present in the grid cell, the instantaneous cloud base altitude should be that of the bottom of the lowest level containing convective cloud. Missing data should be reported in the absence of convective cloud. The time mean should be calculated from these quantities averaging over occasions when convective cloud is present only, and should contain missing data for occasions when no convective cloud is present during the meaning period.","longitude, latitude, time",Global field (single level),,time-intv,area: time: mean where convective_cloud (weighted by total convective cloud area),area: areacella,,,,,,atmosphere,glb,,"longitude, latitude, time",area: time: mean where convective_cloud (weighted by total convective cloud area),ccb,ccb_tavg-u-hxy-ccl
64,CFsubhr.ccb,ccb,Air Pressure at Convective Cloud Base,"Where convective cloud is present in the grid cell, the instantaneous cloud base altitude should be that of the bottom of the lowest level containing convective cloud. Missing data should be reported in the absence of convective cloud. The time mean should be calculated from these quantities averaging over occasions when convective cloud is present only, and should contain missing data for occasions when no convective cloud is present during the meaning period.","site, time1",Site (specific locations requested by CFMIP),,time-point,area: point time: point,,,,,,,none,glb,,"site, time1",area: point time: point,ccb,ccb_tpt-u-hxys-u
65,Eday.ccldncl,ccldncl,Cloud Droplet Number Concentration of Convective Cloud Tops,"Droplets are liquid only.  Report concentration 'as seen from space' over convective liquid cloudy portion of grid cell.  This is the value from uppermost model layer with liquid cloud or, if available, it is better to sum over all liquid cloud tops, no matter where they occur, as long as they are seen from the top of the atmosphere. Weight by total liquid cloud top fraction of  (as seen from TOA) each time sample when computing monthly mean.","longitude, latitude, time",Global field (single level),,time-intv,area: time: mean,area: areacella,"as noted on my spreadsheet, incorrect cell_methods.",,area: time: mean where convective_cloud (but only in upper-most layer of convective liquid water cloud and weighted by area of convective liquid water cloud top as seen from TOA),,,atmosphere,glb,,"longitude, latitude, time",area: time: mean where convective_cloud (but only in upper-most layer of convective liquid water cloud and weighted by area of convective liquid water cloud top as seen from TOA),ccldncl,ccldncl_tavg-u-hxy-ccl
66,Emon.ccldncl,ccldncl,Cloud Droplet Number Concentration of Convective Cloud Tops,Cloud Droplet Number Concentration of Convective Cloud Tops,"longitude, latitude, time",Global field (single level),,time-intv,area: time: mean,area: areacella,"as noted on my spreadsheet, incorrect cell_methods.",,area: time: mean where convective_cloud (but only in upper-most layer of convective liquid water cloud and weighted by area of convective liquid water cloud top as seen from TOA),,,atmosphere,glb,,"longitude, latitude, time",area: time: mean where convective_cloud (but only in upper-most layer of convective liquid water cloud and weighted by area of convective liquid water cloud top as seen from TOA),ccldncl,ccldncl_tavg-u-hxy-ccl
67,AERmon.ccn,ccn,Cloud Condensation Nuclei Concentration at Liquid Cloud Top,proposed name: number_concentration_of_ambient_aerosol_in_air_at_liquid_water_cloud_top,"longitude, latitude, time",Global field (single level),,time-intv,area: time: mean,area: areacella,"as noted on my spreadsheet, incorrect cell_methods.",,area: time: mean where convective_cloud (but only in upper-most layer of convective liquid water cloud and weighted by area of convective liquid water cloud top as seen from TOA),,,atmosphere,glb,,"longitude, latitude, time",area: time: mean where convective_cloud (but only in upper-most layer of convective liquid water cloud and weighted by area of convective liquid water cloud top as seen from TOA),ccn,ccn_tavg-u-hxy-ccl
68,AERmon.ccn02,ccn02,CCN concentration at 0.2 percent supersaturation,"This is the concentration of cloud condensation nuclei (CCN) at 0.2% supersaturation, based on aerosol chemical composition and size","longitude, latitude, alevel, time, rh100p2pct",Global field on model atmosphere levels,rh100p2pct,time-intv,area: time: mean,area: areacella,"for consistency with the next entry, the coordinate should be ""rh102pct"", not ""rh100p2pct""","longitude, latitude, alevel, time, rh102pct",,,,atmosphere,glb,,"longitude, latitude, alevel, time, rh102pct",area: time: mean,ccn02,ccn02_tavg-l-hxy-u
69,AERmon.ccn1,ccn1,CCN concentration at 1.0 percent supersaturation,"This is the concentration of cloud condensation nuclei (CCN) at 1.0 percent supersaturation, based on aerosol chemical composition and size","longitude, latitude, alevel, time, rh101pct",Global field on model atmosphere levels,rh101pct,time-intv,area: time: mean,area: areacella,,,,,,atmosphere,glb,,"longitude, latitude, alevel, time, rh101pct",area: time: mean,ccn1,ccn1_tavg-l-hxy-u
70,Amon.cct,cct,Air Pressure at Convective Cloud Top,"Where convective cloud is present in the grid cell, the instantaneous cloud top altitude should be that of the top of the highest level containing convective cloud. Missing data should be reported in the absence of convective cloud. The time mean should be calculated from these quantities averaging over occasions when convective cloud is present only, and should contain missing data for occasions when no convective cloud is present during the meaning period.","longitude, latitude, time",Global field (single level),,time-intv,area: time: mean where convective_cloud (weighted by total convective cloud area),area: areacella,,,,,,atmosphere,glb,,"longitude, latitude, time",area: time: mean where convective_cloud (weighted by total convective cloud area),cct,cct_tavg-u-hxy-ccl
71,CFday.cct,cct,Air Pressure at Convective Cloud Top,"Where convective cloud is present in the grid cell, the instantaneous cloud top altitude should be that of the top of the highest level containing convective cloud. Missing data should be reported in the absence of convective cloud. The time mean should be calculated from these quantities averaging over occasions when convective cloud is present only, and should contain missing data for occasions when no convective cloud is present during the meaning period.","longitude, latitude, time",Global field (single level),,time-intv,area: time: mean where convective_cloud (weighted by total convective cloud area),area: areacella,,,,,,atmosphere,glb,,"longitude, latitude, time",area: time: mean where convective_cloud (weighted by total convective cloud area),cct,cct_tavg-u-hxy-ccl
72,CFsubhr.cct,cct,Air Pressure at Convective Cloud Top,"Where convective cloud is present in the grid cell, the instantaneous cloud top altitude should be that of the top of the highest level containing convective cloud. Missing data should be reported in the absence of convective cloud. The time mean should be calculated from these quantities averaging over occasions when convective cloud is present only, and should contain missing data for occasions when no convective cloud is present during the meaning period.","site, time1",Site (specific locations requested by CFMIP),,time-point,area: point time: point,,,,,,,none,glb,,"site, time1",area: point time: point,cct,cct_tpt-u-hxys-u
73,AERmon.cdnc,cdnc,Cloud Liquid Droplet Number Concentration,Cloud Droplet Number Concentration in liquid water clouds.,"longitude, latitude, alevel, time",Global field on model atmosphere levels,,time-intv,area: time: mean,area: areacella,,,,,,atmosphere,glb,,"longitude, latitude, alevel, time",area: time: mean,cdnc,cdnc_tavg-l-hxy-u
74,Emon.cfadDbze94,cfadDbze94,CloudSat Radar Reflectivity CFAD,CloudSat Radar Reflectivity,"longitude, latitude, alt40, dbze, time",Global field on 40 altitude levels,,time-intv,area: time: mean where air,area: areacella,,,,,,atmosphere,glb,,"longitude, latitude, alt40, dbze, time",area: time: mean where air,cfadDbze94,cfadDbze94_tavg-h40-hxy-air
75,Emon.cfadLidarsr532,cfadLidarsr532,CALIPSO Scattering Ratio CFAD,CALIPSO Scattering Ratio,"longitude, latitude, alt40, scatratio, time",Global field on 40 altitude levels,,time-intv,area: time: mean where air,area: areacella,,,,,,atmosphere,glb,,"longitude, latitude, alt40, scatratio, time",area: time: mean where air,cfadLidarsr532,cfadLidarsr532_tavg-h40-hxy-air
76,Amon.cfc113global,cfc113global,Global Mean Mole Fraction of CFC113,"Mole fraction is used in the construction mole_fraction_of_X_in_Y, where X is a material constituent of Y.  The chemical formula of CFC113 is CCl2FCClF2.  The IUPAC name for CFC113 is 1,1,2-trichloro-1,2,2-trifluoro-ethane.",time,Global mean or constant,,time-intv,height: sum (through atmospheric column) area: sum time: mean,,"region ""global"" does not appear in root name because it is specified independent of the physical property.",,,cfc113,,none,glb,,time,height: sum (through atmospheric column) area: sum time: mean,cfc113,cfc113_tavg-u-hm-u
77,AERmon.cfc114,cfc114,Mole Fraction of CFC114,Mole fraction of cfc114 in air,"longitude, latitude, alevel, time",Global field on model atmosphere levels,,time-intv,area: time: mean,area: areacella,,,,,,atmosphere,glb,,"longitude, latitude, alevel, time",area: time: mean,cfc114,cfc114_tavg-l-hxy-u
78,Amon.cfc11global,cfc11global,Global Mean Mole Fraction of CFC11,"Mole fraction is used in the construction mole_fraction_of_X_in_Y, where X is a material constituent of Y.  The chemical formula of CFC11 is CFCl3.  The IUPAC name for CFC11 is trichloro-fluoro-methane.",time,Global mean or constant,,time-intv,height: sum (through atmospheric column) area: sum time: mean,,"region ""global"" does not appear in root name because it is specified independent of the physical property.",,,cfc113,,none,glb,,time,height: sum (through atmospheric column) area: sum time: mean,cfc113,cfc113_tavg-u-hm-u
79,Amon.cfc12global,cfc12global,Global Mean Mole Fraction of CFC12,"Mole fraction is used in the construction mole_fraction_of_X_in_Y, where X is a material constituent of Y.  The chemical formula of CFC12 is CF2Cl2.  The IUPAC name for CFC12 is dichloro-difluoro-methane.",time,Global mean or constant,,time-intv,height: sum (through atmospheric column) area: sum time: mean,,"region ""global"" does not appear in root name because it is specified independent of the physical property.",,,cfc12,,none,glb,,time,height: sum (through atmospheric column) area: sum time: mean,cfc12,cfc12_tavg-u-hm-u
80,Lmon.cGeologicStorage,cGeologicStorage,Carbon Mass in Geologic Storage,Mass of carbon that has been intentionally sequestered in geologic storage. The definition of geologic storage here is that it be stored for periods of time that are long as compared to the simulation. ,"longitude, latitude, time",Global field (single level),,time-intv,area: mean,area: areacella,incorrect cell methods,area: time: mean,,,,atmosphere,glb,,area: time: mean,area: mean,cGeologicStorage,cGeologicStorage_tavg-u-hm-u
81,AERmon.ch3coch3,ch3coch3,CH3COCH3 Volume Mixing Ratio,"Mole fraction is used in the construction ""mole_fraction_of_X_in_Y"", where X is a material constituent of Y. A chemical species denoted by X may be described by a single term such as ""nitrogen"" or a phrase such as ""nox_expressed_as_nitrogen"". Acetone is an organic molecule with the chemical formula CH3CH3CO. The IUPAC name for acetone is propan-2-one. Acetone is a member of the group of organic compounds known as ketones. There are standard names for the ketone group as well as for some of the individual species.","longitude, latitude, alevel, time",Global field on model atmosphere levels,,time-intv,area: time: mean,area: areacella,,,,,,atmosphere,glb,,"longitude, latitude, alevel, time",area: time: mean,ch3coch3,ch3coch3_tavg-l-hxy-u
